release_id	corrected_date	source	old_date
30682	2002-02-14	wikidata:Q6952491	2002-01-01
30683	2002-09-19	wikidata:Q3056955	2002-01-01
30684	2002-02-17	wikidata:Q6952681	2002-01-01
30685	2002-10-08	wikidata:Q3334242	2002-01-01
30688	2002-09-30	wikidata:Q3334417	2002-01-01
30689	2002-09-16	wikidata:Q3334435	2002-01-01
30690	2002-04-05	raw	2002-01-01
30694	2002-10-31	wikidata:Q1809475	2002-01-01
30695	2002-09-30	wikidata:Q866397	2002-01-01
30696	2002-11-01	wikidata:Q1977484	2002-01-01
30697	2002-06-18	wikidata:Q549217	2002-01-01
30698	2002-10-30	wikidata:Q16163913	2002-01-01
30700	2002-09-30	wikidata:Q751167	2002-01-01
30702	2002-11-08	wikidata:Q3347459	2002-01-01
30704	2002-05-13	wikidata:Q7096705	2002-01-01
30708	2002-06-10	wikidata:Q7112125	2002-01-01
30709	2002-08-19	raw	2002-01-01
30710	2002-02-24	wikidata:Q2737135	2002-01-01
30711	2002-09-24	wikidata:Q4226110	2002-01-01
30717	2002-07-18	wikidata:Q118374118	2002-01-01
30720	2002-02-22	raw	2002-01-01
30723	2002-11-21	raw	2002-01-01
30724	2002-11-21	raw	2002-01-01
30730	2002-02-07	raw	2002-01-01
30737	2002-12-18	wikidata:Q7277472	2002-01-01
30738	2002-03-04	wikidata:Q1603752	2002-01-01
30741	2002-10-31	wikidata:Q7310105	2002-01-01
30746	2002-10-27	wikidata:Q7353400	2002-01-01
30747	2002-06-30	wikidata:Q10656261	2002-01-01
30748	2002-09-20	wikidata:Q7355122	2002-01-01
30749	2002-10-18	wikidata:Q593897	2002-01-01
30750	2002-10-15	wikidata:Q928874	2002-01-01
30753	2002-07-05	wikidata:Q7403165	2002-01-01
30754	2002-01-18	wikidata:Q4353964	2002-01-01
30755	2002-01-18	wikidata:Q4353964	2002-01-01
30757	2002-12-27	raw	2002-01-01
30761	2002-04-08	wikidata:Q7427776	2002-01-01
30763	2002-06-06	wikidata:Q51325561	2002-01-01
30767	2002-09-09	wikidata:Q5654167	2002-01-01
30768	2002-02-05	wikidata:Q840206	2002-01-01
30771	2002-06-02	raw	2002-01-01
30776	2002-03-28	wikidata:Q3482234	2002-01-01
30779	2002-10-10	wikidata:Q3959791	2002-01-01
30780	2002-01-23	wikidata:Q1428060	2002-01-01
30784	2002-12-12	wikidata:Q11246223	2002-01-01
30786	2002-04-13	wikidata:Q2568051	2002-01-01
30792	2002-05-09	wikidata:Q604532	2002-01-01
30793	2002-05-20	wikidata:Q375962	2002-01-01
30794	2002-12-19	raw	2002-01-01
30795	2002-12-19	regional:jp	2002-01-01
30798	2002-12-20	wikidata:Q3893548	2002-01-01
30799	2002-10-03	wikidata:Q7575458	2002-01-01
30801	2002-04-14	wikidata:Q2539517	2002-01-01
30804	2002-10-01	wikidata:Q7578976	2002-01-01
30805	2002-09-10	wikidata:Q7578980	2002-01-01
30808	2002-09-25	wikidata:Q2569862	2002-01-01
30810	2002-02-22	wikidata:Q831478	2002-01-01
30811	2002-11-05	wikidata:Q3968318	2002-01-01
30812	2002-03-26	wikidata:Q55298	2002-01-01
30814	2002-11-29	wikidata:Q54845	2002-01-01
30815	2002-04-17	wikidata:Q3497066	2002-01-01
30816	2002-07-16	wikidata:Q7621772	2002-01-01
30817	2002-09-27	raw	2002-01-01
30818	2002-10-27	wikidata:Q3976051	2002-01-01
30819	2002-07-31	wikidata:Q750086	2002-01-01
30820	2002-12-25	wikidata:Q7642226	2002-01-01
30822	2002-07-19	raw	2002-01-01
30823	2002-11-19	wikidata:Q4050406	2002-01-01
30824	2002-11-22	raw	2002-01-01
30825	2002-08-02	wikidata:Q3977615	2002-01-01
30827	2002-05-27	wikidata:Q604961	2002-01-01
30828	2002-10-25	wikidata:Q2019474	2002-01-01
30837	2002-10-29	wikidata:Q7721092	2002-01-01
30839	2002-05-01	wikidata:Q718448	2002-01-01
30840	2002-11-06	wikidata:Q523133	2002-01-01
30843	2002-10-24	wikidata:Q2409688	2002-01-01
30844	2002-12-15	wikidata:Q7742425	2002-01-01
30845	2002-08-23	raw	2002-01-01
30847	2002-12-03	raw	2002-01-01
30851	2002-02-08	raw	2002-01-01
30852	2002-02-08	raw	2002-01-01
30853	2002-07-04	regional:jp	2002-01-01
30855	2002-11-19	wikidata:Q16266774	2002-01-01
30858	2002-04-02	wikidata:Q21039913	2002-01-01
30870	2002-11-17	wikidata:Q377242	2002-01-01
30871	2002-01-25	raw	2002-01-01
30872	2002-05-30	raw	2002-01-01
30874	2002-10-23	wikidata:Q1512956	2002-01-01
30875	2002-10-23	wikidata:Q1512956	2002-01-01
30877	2002-11-01	wikidata:Q3995951	2002-01-01
30879	2002-11-27	wikidata:Q7832798	2002-01-01
30880	2002-11-12	wikidata:Q3211723	2002-01-01
30881	2002-09-07	wikidata:Q7838718	2002-01-01
30882	2002-07-20	wikidata:Q839901	2002-01-01
30884	2002-09-01	wikidata:Q135509292	2002-01-01
30887	2002-10-01	wikidata:Q1501405	2002-01-01
30888	2002-08-16	wikidata:Q7900078	2002-01-01
30890	2002-06-21	wikidata:Q249167	2002-01-01
30891	2002-06-21	wikidata:Q249167	2002-01-01
30896	2002-10-23	wikidata:Q2015472	2002-01-01
30897	2002-02-11	wikidata:Q2636640	2002-01-01
30899	2002-08-29	wikidata:Q3566232	2002-01-01
30900	2002-07-03	wikidata:Q207948	2002-01-01
30901	2002-03-12	wikidata:Q964164	2002-01-01
30904	2002-04-26	raw	2002-01-01
30905	2002-11-20	raw	2002-01-01
30908	2002-10-18	wikidata:Q389344	2002-01-01
30911	2002-03-22	wikidata:Q2655540	2002-01-01
30912	2002-03-22	wikidata:Q2655540	2002-01-01
30921	2002-04-26	wikidata:Q147074	2002-01-01
30922	2002-10-09	wikidata:Q3574828	2002-01-01
30923	2002-10-09	wikidata:Q3574828	2002-01-01
30925	2002-06-14	raw	2002-01-01
30927	2002-05-05	wikidata:Q8074030	2002-01-01
31065	2002-03-01	regional:na	2002-01-01
31070	2002-03-07	regional:na	2002-01-01
31362	2002-06-21	regional:na	2002-01-01
31411	2002-07-10	regional:na	2002-01-01
31439	2002-07-19	regional:na	2002-01-01
31528	2002-08-22	regional:na	2002-01-01
31809	2002-10-31	regional:na	2002-01-01
32113	2003-11-21	raw	2003-01-01
32114	2003-03-28	wikidata:Q117358171	2003-01-01
32118	2003-03-10	raw	2003-01-01
32119	2003-06-27	wikidata:Q4690445	2003-01-01
32121	2003-09-30	wikidata:Q1044761	2003-01-01
32122	2003-02-01	wikidata:Q625946	2003-01-01
32123	2003-07-25	wikidata:Q958568	2003-01-01
32126	2003-09-14	wikidata:Q4033717	2003-01-01
32129	2003-02-05	wikidata:Q428715	2003-01-01
32132	2003-04-04	wikidata:Q567244	2003-01-01
32133	2003-10-10	wikidata:Q4770865	2003-01-01
32134	2003-07-10	wikidata:Q2412118	2003-01-01
32135	2003-10-17	wikidata:Q2860039	2003-01-01
32136	2003-12-02	wikidata:Q942588	2003-01-01
32139	2003-01-03	wikidata:Q4816740	2003-01-01
32145	2003-09-15	raw	2003-01-01
32147	2003-10-16	wikidata:Q2891460	2003-01-01
32148	2003-01-20	wikidata:Q3636843	2003-01-01
32150	2003-08-31	wikidata:Q4869950	2003-01-01
32151	2003-09-04	wikidata:Q2891828	2003-01-01
32152	2003-02-02	wikidata:Q2891830	2003-01-01
32154	2003-11-11	wikidata:Q794367	2003-01-01
32155	2003-06-12	wikidata:Q4905126	2003-01-01
32156	2003-11-20	wikidata:Q745427	2003-01-01
32157	2003-09-23	wikidata:Q2330052	2003-01-01
32159	2003-09-01	wikidata:Q1984783	2003-01-01
32161	2003-06-04	wikidata:Q884508	2003-01-01
32162	2003-10-28	wikidata:Q4928508	2003-01-01
32164	2003-07-17	raw	2003-01-01
32165	2003-06-27	wikidata:Q11279493	2003-01-01
32166	2003-10-16	raw	2003-01-01
32167	2003-04-30	raw	2003-01-01
32168	2003-02-25	wikidata:Q4943317	2003-01-01
32174	2003-11-14	wikidata:Q2567348	2003-01-01
32175	2003-03-21	wikidata:Q4977851	2003-01-01
32178	2003-03-25	wikidata:Q1835004	2003-01-01
32180	2003-08-26	wikidata:Q5015312	2003-01-01
32181	2003-11-11	wikidata:Q3523815	2003-01-01
32182	2003-08-28	wikidata:Q5015336	2003-01-01
32184	2003-10-29	wikidata:Q211096	2003-01-01
32185	2003-01-05	wikidata:Q2340381	2003-01-01
32188	2003-11-17	wikidata:Q5047407	2003-01-01
32189	2003-03-26	wikidata:Q5048837	2003-01-01
32190	2003-10-24	wikidata:Q3482092	2003-01-01
32191	2003-05-06	raw	2003-01-01
32193	2003-10-14	wikidata:Q5057723	2003-01-01
32196	2003-03-28	wikidata:Q5070137	2003-01-01
32197	2003-11-21	wikidata:Q3203161	2003-01-01
32198	2003-03-06	wikidata:Q2337816	2003-01-01
32200	2003-08-30	wikidata:Q1068025	2003-01-01
32201	2003-11-01	wikidata:Q2963289	2003-01-01
32203	2003-07-31	wikidata:Q5100580	2003-01-01
32204	2003-10-28	wikidata:Q672303	2003-01-01
32208	2003-11-04	wikidata:Q548085	2003-01-01
32209	2003-11-28	wikidata:Q852938	2003-01-01
32210	2003-09-19	wikidata:Q868260	2003-01-01
32211	2003-12-03	wikidata:Q5150657	2003-01-01
32212	2003-02-10	wikidata:Q820217	2003-01-01
32213	2003-09-22	wikidata:Q1069497	2003-01-01
32214	2003-10-14	wikidata:Q2452625	2003-01-01
32215	2003-09-19	wikidata:Q1125364	2003-01-01
32217	2003-11-11	wikidata:Q723083	2003-01-01
32218	2003-11-11	wikidata:Q5173450	2003-01-01
32219	2003-01-07	raw	2003-01-01
32220	2003-11-11	raw	2003-01-01
32221	2003-04-08	wikidata:Q2038683	2003-01-01
32229	2003-02-14	wikidata:Q26157664	2003-01-01
32231	2003-09-26	wikidata:Q847777	2003-01-01
32233	2003-03-24	wikidata:Q1324541	2003-01-01
32234	2003-09-05	raw	2003-01-01
32236	2003-12-02	wikidata:Q252198	2003-01-01
32237	2003-03-25	wikidata:Q1206651	2003-01-01
32241	2003-12-03	wikidata:Q2458046	2003-01-01
32244	2003-09-03	wikidata:Q5282385	2003-01-01
32250	2003-11-14	wikidata:Q357431	2003-01-01
32251	2003-06-06	raw	2003-01-01
32253	2003-07-18	raw	2003-01-01
32254	2003-11-13	wikidata:Q3714563	2003-01-01
32256	2003-03-28	wikidata:Q5303567	2003-01-01
32262	2003-03-29	raw	2003-01-01
32263	2003-11-03	wikidata:Q5305637	2003-01-01
32266	2003-02-27	wikidata:Q775889	2003-01-01
32267	2003-03-25	wikidata:Q3284042	2003-01-01
32269	2003-07-30	wikidata:Q839570	2003-01-01
32270	2003-10-21	wikidata:Q2502581	2003-01-01
32271	2003-07-01	wikidata:Q5376158	2003-01-01
32272	2003-08-01	wikidata:Q1343111	2003-01-01
32274	2003-05-14	wikidata:Q736528	2003-01-01
32275	2003-01-30	wikidata:Q1345246	2003-01-01
32276	2003-05-06	wikidata:Q336177	2003-01-01
32277	2003-11-28	raw	2003-01-01
32278	2003-06-24	wikidata:Q3062973	2003-01-01
32279	2003-10-24	wikidata:Q1313999	2003-01-01
32280	2003-10-24	wikidata:Q1313999	2003-01-01
32281	2003-02-14	raw	2003-01-01
32283	2003-04-25	raw	2003-01-01
32286	2003-10-23	wikidata:Q3747978	2003-01-01
32288	2003-09-26	wikidata:Q577381	2003-01-01
32290	2003-03-04	wikidata:Q937066	2003-01-01
32291	2003-10-21	wikidata:Q720311	2003-01-01
32294	2003-11-28	wikidata:Q4370340	2003-01-01
32301	2003-03-26	wikidata:Q1491640	2003-01-01
32306	2003-07-25	wikidata:Q5531605	2003-01-01
32311	2003-05-23	wikidata:Q2736882	2003-01-01
32312	2003-11-05	wikidata:Q3771853	2003-01-01
32313	2003-03-01	wikidata:Q20708819	2003-01-01
32314	2003-08-22	wikidata:Q2662055	2003-01-01
32322	2003-10-28	wikidata:Q859380	2003-01-01
32327	2003-10-21	wikidata:Q1617336	2003-01-01
32328	2003-02-19	wikidata:Q96381008	2003-01-01
32329	2003-09-16	wikidata:Q1331028	2003-01-01
32330	2003-10-29	wikidata:Q5910633	2003-01-01
32331	2003-10-29	wikidata:Q5910633	2003-01-01
32332	2003-08-13	wikidata:Q37962196	2003-01-01
32334	2003-05-27	wikidata:Q969774	2003-01-01
32336	2003-11-18	wikidata:Q3146451	2003-01-01
32337	2003-03-03	wikidata:Q2424822	2003-01-01
32340	2003-03-02	wikidata:Q1255578	2003-01-01
32342	2003-01-07	wikidata:Q1315886	2003-01-01
32343	2003-10-17	wikidata:Q3149632	2003-01-01
32344	2003-02-24	wikidata:Q1661316	2003-01-01
32345	2003-05-21	wikidata:Q6028249	2003-01-01
32347	2003-04-01	wikidata:Q6036894	2003-01-01
32349	2003-03-28	wikidata:Q950510	2003-01-01
32352	2003-05-12	wikidata:Q3154354	2003-01-01
32353	2003-12-05	wikidata:Q363811	2003-01-01
32355	2003-10-17	wikidata:Q3187950	2003-01-01
32357	2003-03-10	wikidata:Q1422943	2003-01-01
32358	2003-11-12	wikidata:Q3546928	2003-01-01
32360	2003-06-05	raw	2003-01-01
32363	2003-10-28	wikidata:Q3300702	2003-01-01
32364	2003-09-16	wikidata:Q1777137	2003-01-01
32370	2003-10-01	wikidata:Q6502929	2003-01-01
32371	2003-11-11	wikidata:Q2294303	2003-01-01
32374	2003-03-05	wikidata:Q11756944	2003-01-01
32375	2003-10-01	wikidata:Q477199	2003-01-01
32377	2003-08-13	wikidata:Q195158	2003-01-01
32378	2003-07-13	wikidata:Q1360565	2003-01-01
32380	2003-11-20	wikidata:Q1477686	2003-01-01
32383	2003-10-31	wikidata:Q440046	2003-01-01
32384	2003-11-08	wikidata:Q2031084	2003-01-01
32385	2003-12-12	wikidata:Q6680173	2003-01-01
32387	2003-08-12	wikidata:Q1158895	2003-01-01
32388	2003-08-12	wikidata:Q1158895	2003-01-01
32389	2003-11-18	wikidata:Q6391627	2003-01-01
32391	2003-11-18	wikidata:Q853344	2003-01-01
32392	2003-04-29	wikidata:Q569624	2003-01-01
32395	2003-11-17	raw	2003-01-01
32397	2003-02-25	wikidata:Q1986173	2003-01-01
32399	2003-10-14	wikidata:Q946795	2003-01-01
32402	2003-08-08	raw	2003-01-01
32403	2003-03-28	raw	2003-01-01
32404	2003-12-12	raw	2003-01-01
32405	2003-12-12	raw	2003-01-01
32406	2003-07-17	wikidata:Q2743083	2003-01-01
32407	2003-05-05	raw	2003-01-01
32413	2003-11-24	wikidata:Q6827086	2003-01-01
32415	2003-07-01	wikidata:Q4348691	2003-01-01
32416	2003-04-09	wikidata:Q2314853	2003-01-01
32417	2003-11-18	wikidata:Q3312737	2003-01-01
32423	2003-12-02	wikidata:Q2057458	2003-01-01
32425	2003-08-11	wikidata:Q110088507	2003-01-01
32427	2003-06-23	raw	2003-01-01
32429	2003-11-18	wikidata:Q124457760	2003-01-01
32431	2003-11-25	wikidata:Q3952116	2003-01-01
32432	2003-02-13	wikidata:Q3869375	2003-01-01
32433	2003-09-16	wikidata:Q2182267	2003-01-01
32434	2003-10-14	wikidata:Q3282025	2003-01-01
32435	2003-09-22	wikidata:Q3334419	2003-01-01
32439	2003-11-17	wikidata:Q247210	2003-01-01
32440	2003-11-17	wikidata:Q247210	2003-01-01
32441	2003-06-20	wikidata:Q905308	2003-01-01
32443	2003-12-02	wikidata:Q936423	2003-01-01
32444	2003-06-21	wikidata:Q305212	2003-01-01
32447	2003-08-31	wikidata:Q2166411	2003-01-01
32452	2003-12-19	wikidata:Q7093004	2003-01-01
32453	2003-07-25	wikidata:Q7093915	2003-01-01
32456	2003-10-24	raw	2003-01-01
32458	2003-12-17	wikidata:Q110307863	2003-01-01
32460	2003-08-17	wikidata:Q1042119	2003-01-01
32465	2003-06-30	wikidata:Q167330	2003-01-01
32467	2003-08-01	raw	2003-01-01
32469	2003-06-04	wikidata:Q1930159	2003-01-01
32470	2003-04-14	wikidata:Q1974968	2003-01-01
32471	2003-01-23	wikidata:Q20995186	2003-01-01
32473	2003-09-03	wikidata:Q11888799	2003-01-01
32474	2003-02-28	wikidata:Q2052448	2003-01-01
32477	2003-10-28	wikidata:Q715292	2003-01-01
32478	2003-08-07	wikidata:Q1988599	2003-01-01
32480	2003-05-10	wikidata:Q3415185	2003-01-01
32484	2003-02-21	raw	2003-01-01
32485	2003-02-21	wikidata:Q1416931	2003-01-01
32486	2003-11-25	wikidata:Q7302063	2003-01-01
32488	2003-08-27	wikidata:Q936008	2003-01-01
32490	2003-03-17	wikidata:Q2270100	2003-01-01
32491	2003-05-20	wikidata:Q454621	2003-01-01
32492	2003-09-15	wikidata:Q3434070	2003-01-01
32494	2003-09-30	wikidata:Q3395997	2003-01-01
32497	2003-08-15	wikidata:Q3308900	2003-01-01
32499	2003-05-14	wikidata:Q7362422	2003-01-01
32500	2003-06-01	wikidata:Q7376112	2003-01-01
32501	2003-09-16	wikidata:Q7378148	2003-01-01
32504	2003-10-20	wikidata:Q3460038	2003-01-01
32505	2003-04-01	wikidata:Q3066839	2003-01-01
32506	2003-03-25	wikidata:Q7413099	2003-01-01
32508	2003-09-09	wikidata:Q1752541	2003-01-01
32512	2003-10-22	wikidata:Q7439830	2003-01-01
32513	2003-01-23	wikidata:Q2699797	2003-01-01
32515	2003-11-18	wikidata:Q820855	2003-01-01
32525	2003-07-24	wikidata:Q3482233	2003-01-01
32527	2003-07-03	regional:jp	2003-01-01
32528	2003-11-07	wikidata:Q2632743	2003-01-01
32530	2003-01-14	wikidata:Q719670	2003-01-01
32537	2003-11-14	raw	2003-01-01
32538	2003-12-30	raw	2003-01-01
32539	2003-12-30	regional:jp	2003-01-01
32540	2003-06-01	raw	2003-01-01
32542	2003-10-02	wikidata:Q7572338	2003-01-01
32544	2003-12-16	wikidata:Q582419	2003-01-01
32546	2003-10-31	wikidata:Q3288573	2003-01-01
32552	2003-06-20	wikidata:Q1115005	2003-01-01
32554	2003-06-26	wikidata:Q55272	2003-01-01
32555	2003-09-17	wikidata:Q55295	2003-01-01
32556	2003-11-21	wikidata:Q55253	2003-01-01
32557	2003-06-20	wikidata:Q7602434	2003-01-01
32558	2003-06-20	wikidata:Q7602434	2003-01-01
32559	2003-03-25	wikidata:Q2053920	2003-01-01
32565	2003-07-11	raw	2003-01-01
32566	2003-03-28	raw	2003-01-01
32567	2003-08-08	wikidata:Q1056097	2003-01-01
32568	2003-05-29	wikidata:Q7643031	2003-01-01
32569	2003-03-26	wikidata:Q3504715	2003-01-01
32571	2003-08-29	raw	2003-01-01
32572	2003-04-13	wikidata:Q39060563	2003-01-01
32577	2003-03-07	wikidata:Q3980414	2003-01-01
32579	2003-01-30	wikidata:Q3516382	2003-01-01
32580	2003-10-21	wikidata:Q2078911	2003-01-01
32581	2003-10-21	wikidata:Q2196889	2003-01-01
32584	2003-11-28	wikidata:Q2443996	2003-01-01
32585	2003-05-01	wikidata:Q7712532	2003-01-01
32586	2003-09-16	wikidata:Q3519713	2003-01-01
32587	2003-06-03	wikidata:Q1393129	2003-01-01
32588	2003-11-18	wikidata:Q7733108	2003-01-01
32589	2003-11-18	wikidata:Q7733108	2003-01-01
32590	2003-07-23	wikidata:Q7737737	2003-01-01
32591	2003-11-11	wikidata:Q2494353	2003-01-01
32594	2003-06-20	raw	2003-01-01
32599	2003-03-19	wikidata:Q7754984	2003-01-01
32600	2003-09-16	wikidata:Q836690	2003-01-01
32601	2003-06-27	wikidata:Q126484775	2003-01-01
32603	2003-09-16	wikidata:Q154090	2003-01-01
32604	2003-07-14	wikidata:Q7801510	2003-01-01
32606	2003-03-21	regional:eu	2003-01-01
32608	2003-03-14	wikidata:Q102181842	2003-01-01
32609	2003-06-20	wikidata:Q621616	2003-01-01
32610	2003-10-27	wikidata:Q2334495	2003-01-01
32611	2003-07-18	regional:eu	2003-01-01
32614	2003-10-28	wikidata:Q1861162	2003-01-01
32615	2003-03-23	wikidata:Q813266	2003-01-01
32617	2003-08-26	wikidata:Q2713382	2003-01-01
32618	2003-04-08	wikidata:Q2271529	2003-01-01
32619	2003-11-03	wikidata:Q2456262	2003-01-01
32621	2003-09-16	wikidata:Q547991	2003-01-01
32623	2003-03-18	wikidata:Q16258814	2003-01-01
32624	2003-02-03	wikidata:Q250019	2003-01-01
32625	2003-11-11	wikidata:Q667073	2003-01-01
32628	2003-03-26	wikidata:Q1155391	2003-01-01
32631	2003-06-03	wikidata:Q2683161	2003-01-01
32632	2003-10-03	wikidata:Q2542525	2003-01-01
32635	2003-07-01	wikidata:Q741244	2003-01-01
32636	2003-10-01	wikidata:Q1061953	2003-01-01
32637	2003-03-21	raw	2003-01-01
32638	2003-10-21	wikidata:Q4052962	2003-01-01
32639	2003-03-21	wikidata:Q3566424	2003-01-01
32641	2003-06-09	wikidata:Q2475330	2003-01-01
32643	2003-05-29	wikidata:Q873037	2003-01-01
32645	2003-12-09	wikidata:Q8035485	2003-01-01
32646	2003-05-02	wikidata:Q4020961	2003-01-01
32647	2003-10-31	wikidata:Q949730	2003-01-01
32648	2003-12-03	wikidata:Q2270204	2003-01-01
32649	2003-04-14	wikidata:Q133992	2003-01-01
32651	2003-11-18	wikidata:Q1154327	2003-01-01
32652	2003-05-23	wikidata:Q253530	2003-01-01
32653	2003-12-09	wikidata:Q4023155	2003-01-01
32655	2003-04-15	wikidata:Q1320023	2003-01-01
32659	2003-12-12	wikidata:Q605842	2003-01-01
33005	2006-02-11	raw	2006-01-01
33007	2003-05-30	regional:na	2003-01-01
33090	2003-07-02	regional:na	2003-01-01
33103	2003-07-09	regional:na	2003-01-01
33141	2003-07-25	regional:na	2003-01-01
33408	2003-10-21	regional:na	2003-01-01
33413	2003-10-21	regional:na	2003-01-01
33799	2003-12-25	regional:na	2003-01-01
33806	2004-02-28	wikidata:Q2819910	2004-01-01
33807	2004-09-24	wikidata:Q59243855	2004-01-01
33808	2004-09-14	wikidata:Q4686065	2004-01-01
33811	2004-11-23	wikidata:Q2068074	2004-01-01
33812	2004-02-04	wikidata:Q729162	2004-01-01
33817	2004-11-30	wikidata:Q686963	2004-01-01
33818	2004-07-23	wikidata:Q2862838	2004-01-01
33820	2004-11-17	raw	2004-01-01
33821	2004-03-19	wikidata:Q747882	2004-01-01
33822	2004-03-19	wikidata:Q747882	2004-01-01
33823	2004-12-31	wikidata:Q4811486	2004-01-01
33824	2004-04-06	wikidata:Q4811476	2004-01-01
33826	2004-07-02	wikidata:Q2869286	2004-01-01
33828	2004-11-02	wikidata:Q4830592	2004-01-01
33831	2004-09-14	wikidata:Q4412475	2004-01-01
33832	2004-01-13	wikidata:Q116179311	2004-01-01
33833	2004-04-02	wikidata:Q805148	2004-01-01
33836	2004-03-14	wikidata:Q791444	2004-01-01
33841	2004-10-12	wikidata:Q861203	2004-01-01
33844	2004-07-22	raw	2004-01-01
33847	2004-11-15	wikidata:Q4035393	2004-01-01
33848	2004-03-19	wikidata:Q904940	2004-01-01
33849	2004-03-23	wikidata:Q2204162	2004-01-01
33850	2004-04-24	wikidata:Q1987465	2004-01-01
33852	2004-09-06	wikidata:Q5015318	2004-01-01
33853	2004-09-06	wikidata:Q5015318	2004-01-01
33854	2004-08-31	wikidata:Q4035710	2004-01-01
33855	2004-09-14	wikidata:Q846863	2004-01-01
33857	2004-08-05	wikidata:Q5047405	2004-01-01
33859	2004-02-02	wikidata:Q5051023	2004-01-01
33860	2004-07-20	wikidata:Q5054224	2004-01-01
33861	2004-07-20	wikidata:Q5054224	2004-01-01
33862	2004-12-20	wikidata:Q1051853	2004-01-01
33863	2004-08-08	wikidata:Q1446722	2004-01-01
33865	2004-09-01	wikidata:Q861222	2004-01-01
33866	2004-12-25	wikidata:Q2668608	2004-01-01
33868	2004-04-27	wikidata:Q714034	2004-01-01
33869	2004-02-14	raw	2004-01-01
33870	2004-08-10	raw	2004-01-01
33871	2004-02-14	raw	2004-01-01
33872	2004-05-21	raw	2004-01-01
33873	2004-02-14	raw	2004-01-01
33874	2004-02-14	raw	2004-01-01
33875	2004-08-10	raw	2004-01-01
33876	2004-02-14	raw	2004-01-01
33877	2004-02-14	raw	2004-01-01
33878	2004-02-14	raw	2004-01-01
33879	2004-02-14	raw	2004-01-01
33880	2004-08-10	raw	2004-01-01
33882	2004-07-02	wikidata:Q5139904	2004-01-01
33883	2004-11-02	wikidata:Q28127241	2004-01-01
33884	2004-09-30	wikidata:Q1105711	2004-01-01
33886	2004-04-08	wikidata:Q5158104	2004-01-01
33887	2004-09-03	wikidata:Q2555199	2004-01-01
33888	2004-12-02	raw	2004-01-01
33889	2004-03-31	wikidata:Q4113579	2004-01-01
33890	2004-03-23	wikidata:Q847820	2004-01-01
33891	2004-11-01	wikidata:Q473673	2004-01-01
33892	2004-06-03	raw	2004-01-01
33896	2004-08-27	wikidata:Q1070633	2004-01-01
33898	2004-05-06	wikidata:Q532474	2004-01-01
33900	2004-12-02	raw	2004-01-01
33902	2004-08-31	wikidata:Q4037029	2004-01-01
33904	2004-03-02	wikidata:Q5245278	2004-01-01
33905	2004-11-26	wikidata:Q5245521	2004-01-01
33906	2004-01-20	wikidata:Q1995800	2004-01-01
33908	2004-08-05	raw	2004-01-01
33909	2004-03-31	wikidata:Q510794	2004-01-01
33911	2004-04-01	wikidata:Q2712511	2004-01-01
33919	2004-06-25	raw	2004-01-01
33920	2004-08-03	wikidata:Q203310	2004-01-01
33926	2004-11-18	wikidata:Q3010914	2004-01-01
33927	2004-06-24	raw	2004-01-01
33933	2004-06-01	wikidata:Q108607460	2004-01-01
33937	2004-11-04	wikidata:Q1381947	2004-01-01
33938	2004-09-28	wikidata:Q976856	2004-01-01
33939	2004-10-21	raw	2004-01-01
33940	2004-10-08	wikidata:Q1988471	2004-01-01
33941	2004-10-08	wikidata:Q1988471	2004-01-01
33943	2004-05-21	raw	2004-01-01
33944	2004-05-21	raw	2004-01-01
33945	2004-12-16	raw	2004-01-01
33946	2004-05-21	raw	2004-01-01
33947	2004-08-10	raw	2004-01-01
33948	2004-08-10	raw	2004-01-01
33949	2004-08-10	raw	2004-01-01
33950	2004-05-21	raw	2004-01-01
33951	2004-08-10	raw	2004-01-01
33952	2004-03-18	raw	2004-01-01
33953	2004-05-21	raw	2004-01-01
33954	2004-02-14	raw	2004-01-01
33955	2004-05-21	raw	2004-01-01
33956	2004-08-10	raw	2004-01-01
33957	2004-08-10	raw	2004-01-01
33958	2004-02-14	raw	2004-01-01
33959	2004-08-10	raw	2004-01-01
33960	2004-05-21	raw	2004-01-01
33961	2004-05-21	raw	2004-01-01
33962	2004-05-21	raw	2004-01-01
33963	2004-03-23	wikidata:Q337865	2004-01-01
33964	2004-11-17	wikidata:Q5439325	2004-01-01
33965	2004-02-11	wikidata:Q585951	2004-01-01
33966	2004-11-21	raw	2004-01-01
33968	2004-07-29	raw	2004-01-01
33970	2004-10-07	raw	2004-01-01
33971	2004-05-03	wikidata:Q5454589	2004-01-01
33972	2004-11-05	wikidata:Q1148043	2004-01-01
33973	2004-10-29	wikidata:Q4895987	2004-01-01
33974	2004-11-16	wikidata:Q2566832	2004-01-01
33976	2004-06-01	wikidata:Q3274092	2004-01-01
33978	2004-05-10	wikidata:Q5510786	2004-01-01
33985	2004-05-10	wikidata:Q2666964	2004-01-01
33986	2004-12-25	wikidata:Q1531218	2004-01-01
33988	2004-10-26	wikidata:Q648099	2004-01-01
33989	2004-10-26	wikidata:Q83265	2004-01-01
33990	2004-06-18	wikidata:Q3117295	2004-01-01
33991	2004-12-25	wikidata:Q840547	2004-01-01
33992	2004-01-23	raw	2004-01-01
34000	2004-07-23	wikidata:Q1054697	2004-01-01
34002	2004-04-20	wikidata:Q600707	2004-01-01
34003	2004-11-09	wikidata:Q5910613	2004-01-01
