release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
24799	World Cup 98	Game Boy	1998-06-01	65.0		THQ	Tiertex Design Studios		Cartridge		1998-06-01	1998-06-01			https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24800	Xenocracy	PlayStation	1998-06-01	65.0		Grolier	Grolier Interactive	flight				1998-06-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24801	Crisis City	PlayStation	1998-06-04	65.0		Takara	Takara			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24802	Dynamite Soccer 98 •Simple 1500 Series Vol. 67: The Soccer: Dynamite Soccer 1500	PlayStation	1998-06-04	65.0		A-Max	A-Max			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24803	Formation Soccer '98: Ganbare Nippon in France	PlayStation	1998-06-04	65.0		Human Entertainment	Human Entertainment			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24804	KO the Live Boxing	PlayStation	1998-06-04	65.0		Altron	Altron			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24805	Marie no Atelier Plus - Salburg no Renkinjutsushi	PlayStation	1998-06-04	65.0		Gust	Gust			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24806	Namco Anthology 1	PlayStation	1998-06-04	65.0		Namco	Tose			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24807	T: Kara Hajimaru Monogatari	PlayStation	1998-06-04	65.0		Jaleco	Jaleco			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24808	Yakata: Nightmare Project	PlayStation	1998-06-04	65.0		ASK	Chime			1998-06-04					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24809	Dino Breeder 2	Game Boy	1998-06-05	65.0		J-Wing			Cartridge	1998-06-05					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24810	World League Soccer '98	Sega Saturn	1998-06-05	65.0		Sega	Silicon Dreams	association football video game				1998-06-05			https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24811	Quest 64 Holy Magic CenturyPAL	Nintendo 64	1998-06-10	65.0		THQNA KonamiPAL ImagineerJP	Imagineer			1999-07-09	1998-06-10	1998-09-30			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24812	Virtual Chess 64	Nintendo 64	1998-06-10	65.0		Titus Interactive	Titus France	strategy video game			1998-06-10	1998-07-01			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24813	A Nanjarin	PlayStation	1998-06-11	65.0		To One	To One			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24814	AI Shōgi 2	Sega Saturn	1998-06-11	65.0		ASCII Something Good	ASCII Something Good			1998-06-11					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24815	Bass Fisherman	PlayStation	1998-06-11	65.0		Sammy Studios	Sammy Studios			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24816	Doki Doki On Air	PlayStation	1998-06-11	65.0		Bottom Up	Dream Japan			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24817	Eberouge Special: Koi to Mahou no Gakuen Seikatsu	PlayStation	1998-06-11	65.0		Takara	Japan Media Programming			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24818	Eberouge Special: Koi to Mahô no Gakuen Seikatsu	Sega Saturn	1998-06-11	65.0		Takara	Japan Media Programming			1998-06-11					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24819	Hellnight •Dark MessiahJP	PlayStation	1998-06-11	65.0		Atlus Co., Konami	Atlus Co.			1998-06-11		1999-12-30			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24820	King of Parlor 2	PlayStation	1998-06-11	65.0		TEN	TEN			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24821	Murakoshi Masami no Bakuchou Nippon Rettou •Murakoshi Masami no Bakuchou Nippon Rettou: TsuriCon EditionJP	PlayStation	1998-06-11	65.0		Victor Interactive Software	A-Wave			1998-06-11					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24822	World Cup '98 France: Road to Win	Sega Saturn	1998-06-11	65.0		Sega	Sega			1998-06-11					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24823	X-Men vs. Street Fighter	PlayStation	1998-01-01	65.0		Capcom	Capcom	fighting game		1998-02-26	1998-06-11	1998-01-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24824	Wetrix	Nintendo 64	1998-06-12	65.0		Ocean SoftwareWW ImagineerJP	Zed Two	puzzle video game	ROM cartridge	1998-11-27	1998-06-12	1998-06-19			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24825	Chopper Attack	Nintendo 64	1997-11-28	65.0		SETAJP MidwayNA GT InteractivePAL	SETA	shoot 'em up		1997-11-28	1998-06-16	1998-09-01			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24826	98 Kōshien	PlayStation	1998-06-18	65.0		Magical Company	Magical Company			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24827	Another Memories	PlayStation	1998-06-18	65.0		Hearty Robin	Starlight Marry			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24828	Checkmate •Checkmate IIEU	PlayStation	1998-06-18	65.0		Midas InteractivePAL, AltronJP	Altron			1998-06-18		2001-04-12			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24829	Combination Pro Soccer	PlayStation	1998-06-18	65.0		Axela	Kuusoukagaku	association football video game	CD-ROM	1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24830	Heroine Dream 2	PlayStation	1998-06-18	65.0		Map Japan	Map Japan			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24831	JGTC: All-Japan Grand Touring Car Championship	PlayStation	1998-06-18	65.0		TYO	TYO			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24832	Keriotosse!	Sega Saturn	1998-06-18	65.0		Masudaya	Unlimited			1998-06-18					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24833	Langrisser V: The End of Legend	Sega Saturn	1998-06-18	65.0		Masaya	Career Soft	tactical role-playing game	CD-ROM	1998-06-18					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24834	Linda³: Kanzenban	Sega Saturn	1998-06-18	65.0		ASCII	Alfa SystemMars	role-playing video game		1998-06-18					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24835	Mike Piazza's Strike Zone	Nintendo 64	1998-06-18	65.0		GT Interactive	Devil's Thumb Entertainment	sports video game			1998-06-18				https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24836	Murakosi Seikai no Bakutyô Nihon Rettô	Sega Saturn	1998-06-18	65.0		Victor Interactive Software	A Wave			1998-06-18					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24837	Princess Maker: Yumemiru Yōsei	Sega Saturn	1998-06-18	65.0		Gainax	Ninelives			1998-06-18					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24838	Star Monja	PlayStation	1998-06-18	65.0		GMF	GMF			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24839	Tokyo Majin Gakuen Ken Kaze Tobari	PlayStation	1998-06-18	65.0		Asmik Ace Entertainment, Inc	Open Sesame			1998-06-18					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24840	Mini-Yonku GB: Let's & Go!! All-Star Battle MAX	Game Boy	1998-06-19	65.0		ASCII Corporation	Jupiter Corporation		Cartridge	1998-06-19					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24841	Nintama Rantarō GB: Eawase Challenge Puzzle	Game Boy	1998-06-19	65.0		Culture Brain			Cartridge	1998-06-19					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24842	Mortal Kombat 4	Nintendo 64	1998-06-23	65.0		MidwayNA GT InteractivePAL	Eurocom	fighting game	CD-ROM		1998-06-23	1998-09-15			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24843	Adidas Power Soccer 98	PlayStation	1998-06-01	65.0		Psygnosis	Shen	association football video game			1998-06-24	1998-06-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24844	Akuji the Heartless	PlayStation	1998-06-24	65.0		Eidos Interactive	Crystal Dynamics	action-adventure game	CD-ROM		1998-06-24	1999-02-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24845	Mortal Kombat 4	PlayStation	1998-06-24	65.0		Midway	Eurocom	fighting game	CD-ROM		1998-06-24	1998-10-15			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24846	Akumajō Dracula X: Gekka no Yasōkyoku (Castlevania: Symphony of the Night)	Sega Saturn	1998-06-25	65.0		Konami	Konami Computer Entertainment Nagoya			1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24847	Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi	PlayStation	1998-06-25	65.0		Human Entertainment	Human Entertainment			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24848	Choro Q Marine: Q-Boat	PlayStation	1998-06-25	65.0		Takara	Takara			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24849	Cross Tantei Monogatari: Motsureta Nanatsu no Labyrinth	Sega Saturn	1998-06-25	65.0		WorkJam	WorkJam			1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24850	Dengeki Construction: Ochige-Yarouze!	PlayStation	1998-06-25	65.0		MediaWorks	Fupac			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24851	Ginga Ojousama Densetsu Yuna: Final Edition	PlayStation	1998-06-25	65.0		Hudson	Hudson			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24852	Hyper Securities 2	PlayStation	1998-06-25	65.0		Victor Interactive Software	Pack-In-Video			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24853	Initial D: Kôdô Saisoku Densetsu	Sega Saturn	1998-06-25	65.0		Kodansha	Genki			1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24854	Jissen Pachi-Slot Hisshouhou! Sammy Revolution	PlayStation	1998-06-25	65.0		Sammy Studios	Sammy Studios			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24855	Masumon Kids: The Another World of The Master of Monsters	PlayStation	1998-06-25	65.0		Toshiba EMI	SystemSoft			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24856	Mawatte Mucho!	PlayStation	1998-06-25	65.0		Tohoku Shinsha	Tohoku Shinsha			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24857	Mizuki Sigeru no Yôkai Zukan Sôsyûhen	Sega Saturn	1998-06-25	65.0		Kodansha	Highwaystar			1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24858	Nippon Daihyô Team no Kantoku ni Narô! Sekaihatu Soccer RPG	Sega Saturn	1998-06-25	65.0		Enix	EnixSegaTose			1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24859	Parlor! Pro 3	PlayStation	1998-06-25	65.0		Nippon Rental	Nippon Telenet			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24860	Pro Wrestling Sengokuden 2: Kakutou Emaki	PlayStation	1998-06-25	65.0		KSS	Dream Japan			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24861	Puchi Carat	PlayStation	1998-06-25	65.0		Event Horizon Software	Taito	puzzle video game		1998-06-25		2000-01-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24862	Real Bout Garou Densetsu Special: Dominated Mind	PlayStation	1998-06-25	65.0		SNK	SNK	fighting game		1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24863	Seirei Shoukan: Princess of Darkness	PlayStation	1998-06-25	65.0		Shoeisha	Shoeisha			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24864	Super Adventure Rockman	PlayStation	1998-06-25	65.0		Capcom	Kouyousha	interactive film	CD-ROM	1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24865	Super Adventure Rockman	Sega Saturn	1998-06-25	65.0		Capcom	Kouyousha	interactive film	CD-ROM	1998-06-25					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24866	The Legend of Heroes I & II: Eiyuu Densetsu	PlayStation	1998-06-25	65.0		GMF	Falcom			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24867	Wakusei Koukitai Little Cats	PlayStation	1998-06-25	65.0		Family Soft	NEC			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24868	Yarudora Series Vol. 1: Double Cast	PlayStation	1998-06-25	65.0		SCEI	Sugar and Rockets			1998-06-25					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24869	Dezaemon 3D	Nintendo 64	1998-06-26	65.0		Athena	Athena	shoot 'em up		1998-06-26					https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24870	Itsudemo! Nyan to Wonderful	Game Boy	1998-06-26	65.0		Banpresto	Yoshidayama Workshop		Cartridge	1998-06-26					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24871	J-League Supporter Soccer	Game Boy	1998-06-26	65.0		J-Wing			Cartridge	1998-06-26					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24872	Nikkan Berutomo Club	Game Boy	1998-06-26	65.0		I'Max			Cartridge	1998-06-26					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24873	Shikakui Atama o Maruku Suru	Game Boy	1998-06-26	65.0		Imagineer			Cartridge	1998-06-26					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24874	Banjo-Kazooie	Nintendo 64	1998-06-29	82.62	3650000	Nintendo	Rare	adventure video game		1998-12-06	1998-06-29				https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24875	Actua Golf 2 •Fox Sports Golf '99NA	PlayStation	1997-09-01	65.0		Gremlin InteractivePAL, Fox InteractiveNA	Gremlin Interactive				1998-06-30	1997-09-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24876	Azure Dreams	PlayStation	1997-11-13	65.0		KCE Tokyo	Konami	role-playing video game	CD-ROM	1997-11-13	1998-06-30	1998-12-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24877	Crime Killer	PlayStation	1998-06-26	65.0		Interplay Entertainment	Pixelogic				1998-06-30	1998-06-26			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24878	Elemental Gearbolt	PlayStation	1997-12-11	65.0		Working Designs, SCEI	Alfa System	light-gun shooter	CD-ROM	1997-12-11	1998-06-30				https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24879	Fox Sports Soccer '99	PlayStation	1998-06-30	65.0		Fox Interactive	Gremlin Interactive	association football video game			1998-06-30				https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24880	Grand Theft Auto	PlayStation	1997-12-12	65.0		BMG Interactive, ASC Games	DMA Design	action-adventure game		1999-04-27	1998-06-30	1997-12-12			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24881	N2O: Nitrous Oxide	PlayStation	1998-06-30	65.0		Fox Interactive	Gremlin Interactive	tube shooter	digital distribution		1998-06-30	1998-09-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24882	NFL Xtreme	PlayStation	1998-06-30	65.0		SCEA	989 Sports	American football video game			1998-06-30	1998-10-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24883	Off Road Challenge	Nintendo 64	1998-06-30	65.0		MidwayNA GT InteractivePAL	Avalanche Software	racing video game			1998-06-30	1998-09-15			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24884	The Granstream Saga •Granstream Denki: The Granstream SagaJP	PlayStation	1997-11-06	65.0		SCEIJP, THQNA, ARC EntertainmentPAL	Shade			1997-11-06	1998-06-30	1999-02-26			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24885	Tomba! •Tombi!PAL •Ore! TombaJP	PlayStation	1997-12-25	65.0		Whoopee CampJP, SCEANA, SCEEPAL	Whoopee Camp			1997-12-25	1998-06-30	1998-09-04			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24886	WarGames: Defcon 1	PlayStation	1998-01-01	65.0		MGM Interactive, MGM/UA	Interactive Studios Ltd.	tactical shooter	compact disc		1998-06-30	1998-01-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24887	Ark of Time	PlayStation	1998-07-01	65.0		Project Two Interactive BV	Trecision S.p.A.	adventure video game				1998-07-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24888	Premier Manager 98	PlayStation	1998-07-01	65.0		Dinamic Multimedia	Gremlin Interactive	association football management game				1998-07-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24889	Viper	PlayStation	1998-07-01	65.0		Infogrames	X-ample					1998-07-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24890	Zoo-tto Mahjong!	Super Nintendo Entertainment System	1998-07-01	65.0		Nintendo	Nintendo		Cartridge	1998-07-01					https://en.wikipedia.org/wiki/List_of_Super_Nintendo_Entertainment_System_games	
24891	Another Memories	Sega Saturn	1998-07-02	65.0		Starlight Marry	Starlight Marry			1998-07-02					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24892	Daiobake Yashiki	PlayStation	1998-07-02	65.0		Visit	Visit			1998-07-02					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24893	Druid: Yami he no Tuisekisya	Sega Saturn	1998-07-02	65.0		Koei	Synthetic Dimensions			1998-07-02					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24894	Kaettekita Pachiokun Dream Collection	PlayStation	1998-07-02	65.0		Coconuts Japan	Coconuts Japan			1998-07-02					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24895	Koukiatsu Boy	Game Boy	1998-07-02	65.0		Konami	KCE Shinjuku		Cartridge	1998-07-02					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24896	Motteke Tamago with Ganbare! Kamonohashi	Sega Saturn	1998-07-02	65.0		Naxat Soft	Naxat Soft			1998-07-02					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24897	Sega Ages Galaxy Force II	Sega Saturn	1998-07-02	65.0		Sega	Appaloosa Interactive			1998-07-02					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24898	Sol Divide	Sega Saturn	1998-07-02	65.0		Atlus	Boom	shooter game	digital distribution	1998-07-02					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24899	Virtual Kyotei '98	PlayStation	1998-07-02	65.0		Nihon Bussan	Nihon Bussan			1998-07-02					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24900	Breakers Revenge	Neo Geo	1998-07-03	65.0		SNK, Visco	Visco	fighting game	Multi-format						https://en.wikipedia.org/wiki/List_of_Neo_Geo_games	
24901	Arkana Senki Ludo	PlayStation	1998-07-09	65.0		Pai	Falcon			1998-07-09					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24902	B.L.U.E. Legend of Water	PlayStation	1998-07-09	65.0		Hudson Soft	CAProduction			1998-07-09					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24903	Code R	Sega Saturn	1998-07-09	65.0		Quintet / Entertainment Software Publishing	Quintet			1998-07-09					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24904	Lake Masters 2	PlayStation	1998-07-09	65.0		Dazz	Nexus Interact			1998-07-09					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24905	Love Therapy	PlayStation	1998-07-09	65.0		B-Factory	B-Factory			1998-07-09					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24906	Pocket Fighter	Sega Saturn	1998-07-09	65.0		Capcom	Capcom	fighting game		1998-07-09					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24907	Poy Poy 2 •Poitter's Point 2JP	PlayStation	1998-07-09	65.0		Konami	KCET			1998-07-09		1998-07-09			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24908	Tantei Jingūji Saburō: Yume no Owari ni	Sega Saturn	1998-07-09	65.0		Data East	Data East			1998-07-09					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24909	Go! Go! Hitchhike	Game Boy	1998-07-10	65.0		J-Wing	Ocarina System		Cartridge	1998-07-10					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24910	Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500	Game Boy	1998-07-10	65.0		Imagineer	C-Lab		Cartridge	1998-07-10					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24911	Umi no Nushi Tsuri 2	Game Boy	1998-07-10	65.0		Pack-In-Video	TOSE		Cartridge	1998-07-10					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24912	Pocket Fighter	PlayStation	1998-06-11	65.0		Capcom	Capcom	fighting game		1998-06-11	1998-07-11	1998-11-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24913	Mega Man Legends •Rockman DASHJP	PlayStation	1997-12-18	65.0		Capcom	Capcom			1997-12-18	1998-07-14	1998-12-04			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24914	WWF War Zone	PlayStation	1998-07-14	78.93	2200000	Acclaim	Acclaim Studios Salt Lake City	sports video game	CD-ROM		1998-07-14	1998-08-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24915	Akagawa Jirou: Yasoukyoku	PlayStation	1998-07-16	65.0		Victor Interactive Software	Open Sesame			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24916	Deep Fear	Sega Saturn	1998-07-16	65.0		Sega	System SacomSega CS2 R&DISCOHighwaystar	survival horror	CD-ROM	1998-07-16					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24917	Elf o Karu Monotachi II	Sega Saturn	1998-07-16	65.0		Altron	Altron			1998-07-16					https://en.wikipedia.org/wiki/List_of_Sega_Saturn_games	
24918	Hanabi Fantast	PlayStation	1998-07-16	65.0		Magical Company	Magical Company			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24919	Jingle Cats: Love Para Daisakusen no Maki	PlayStation	1998-07-16	65.0		Sony Music Entertainment Japan	Sony Music Entertainment Japan			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24920	Mission Impossible	Nintendo 64	1998-07-16	68.65	1200000	Ocean Software	Infogrames				1998-07-16	1998-09-25			https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24921	Pikiinya! EX	PlayStation	1998-07-16	65.0		ASCII Entertainment	Crea-Tech	puzzle video game	ROM cartridge	1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24922	Shake Kids	PlayStation	1998-07-16	65.0		On Demand	On Demand			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24923	Souten no Shiroki Kami no Za: Great Peak	PlayStation	1998-07-16	65.0		SCEI	Pandora Box			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24924	Tokimeki no Houkago	PlayStation	1998-07-16	65.0		Konami	Konami			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24925	Ultraman Tiga & Ultraman Dyna: New Generations	PlayStation	1998-07-16	65.0		Bandai	Bandai	fighting game		1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24926	Ultraman Zearth	PlayStation	1998-07-16	65.0		Tohoku Shinsha	Tohoku Shinsha			1998-07-16					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24927	Kaseki Sousei Reborn	Game Boy	1998-07-17	65.0		Starfish	Freeqsoft		Cartridge	1998-07-17					https://en.wikipedia.org/wiki/List_of_Game_Boy_games	
24928	Super Robot Spirits	Nintendo 64	1998-07-17	65.0		Banpresto	Banpresto	fighting game		1998-07-17					https://en.wikipedia.org/wiki/List_of_Nintendo_64_games	
24929	The Mask of Zorro	Game Boy Color	2000-01-01	65.0		Sunsoft NA Ubi Soft EU	Saffire	action film	Cartridge		1998-07-17			200001 20000114 January 14, 2000 (NA, EU)	https://en.wikipedia.org/wiki/List_of_Game_Boy_Color_games	
24930	Turbo Prop Racing •Rapid RacerPAL	PlayStation	1997-10-01	65.0		SCEA	London Studio			1998-07-15	1998-07-17	1997-10-01			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(M%E2%80%93Z)	
24931	Crisis Beat	PlayStation	1998-07-18	65.0		Virgin Interactive Entertainment, Play It (2003 Re-Release)	Studio 3PAL, BandaiJP	beat 'em up		1998-07-18		2000-07-31			https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
24932	All Japan Woman Pro Wrestling	PlayStation	1998-07-23	65.0		GW	TEN			1998-07-23					https://en.wikipedia.org/wiki/List_of_PlayStation_(console)_games_(A%E2%80%93L)	
